name,n_queries
Toxoplasma gondii GAB2-2007-GAL-DOM2,1
Toxoplasma gondii GT1,1
Toxoplasma gondii MAS,1
Toxoplasma gondii ME49,1
Toxoplasma gondii p89,1
Toxoplasma gondii VAND,1
Trametes cinnabarina,1
Trametes coccinea BRFM310,1
Trametes versicolor FP-101664 SS1,1
Trebouxia sp. A1-2,1
Trema orientale,1
Trematosphaeria pertusa,1
Treponema sp. OMZ 804,1
Tribolium castaneum,1
Trichococcus patagoniensis,1
Trichoderma asperellum,1
Trichoderma gamsii,1
Tricholoma matsutake 945,1
Trichomonas vaginalis G3,1
Trichophyton equinum CBS 127.97,1
Trichophyton interdigitale,1
Trichophyton interdigitale MR816,1
Trichophyton rubrum CBS 735.88,1
Trichophyton rubrum MR850,1
Trichophyton violaceum,1
Trichoplax sp. H2,1
Trichosurus vulpecula,1
Triplophysa tibetana,1
Tripterygium wilfordii,1
Triticum turgidum subsp. durum,1
Trogon melanurus,1
Trypanosoma cruzi,1
Trypanosoma cruzi Dm28c,1
Trypanosoma cruzi marinkellei,1
Trypanosoma cruzi strain CL Brener,1
Trypanosoma theileri,1
Tuber magnatum,1
Tumebacillus flagellatus,1
Turicibacter sanguinis,1
Turicibacter sp. H121,1
Tyrannus savana,1
Tyto alba,1
Umbilicaria pustulata,1
unclassified Acidithiobacillus,1
unclassified Acidovorax,1
unclassified Acinetobacter,1
unclassified Akkermansia,1
unclassified Alcanivorax,1
unclassified Bacteroides,1
unclassified Brevundimonas,1
unclassified Butyricimonas,1
unclassified Chelatococcus,1
unclassified Chryseobacterium,1
unclassified Citromicrobium,1
unclassified Coprobacillus,1
unclassified Cupriavidus,1
unclassified Dehalobacter,1
unclassified Elizabethkingia,1
unclassified Escherichia,1
unclassified Frigoribacterium,1
unclassified Geobacillus,1
unclassified Gordonia,1
unclassified Haloactinobacterium,1
unclassified Haloarcula,1
unclassified Halorubrum,1
unclassified Hyphomonas,1
unclassified Lachnoanaerobaculum,1
unclassified Lactobacillus,1
unclassified Lentimonas,1
unclassified Listeria,1
unclassified Marinomonas,1
unclassified Mesorhizobium,1
unclassified Microbacterium,1
unclassified Muribaculum,1
unclassified Nocardioides,1
unclassified Nonomuraea,1
unclassified Novosphingobium,1
unclassified Paenibacillus,1
unclassified Parabacteroides,1
unclassified Pelomonas,1
unclassified Prevotella,1
unclassified Providencia,1
unclassified Ramlibacter,1
unclassified Rhizobacter,1
unclassified Shewanella,1
unclassified Siphonobacter,1
unclassified Sphingomonas,1
unclassified Sphingopyxis,1
unclassified Sporosarcina,1
unclassified Thioclava,1
unclassified Variovorax,1
unclassified Xanthobacter,1
uncultured archaeon,1
uncultured bacterium 270,1
uncultured bacterium contig00003(2014),1
uncultured Bacteroides sp.,1
uncultured Blastococcus sp.,1
uncultured Caudovirales phage,1
uncultured Flavonifractor sp.,1
uncultured Frankineae bacterium,1
uncultured Pseudonocardia sp.,1
Undibacterium sp. B2R-29,1
Undibacterium sp. CY18W,1
Undibacterium sp. CY22W,1
Upupa epops,1
Ureaplasma parvum,1
Urocolius indicus,1
Urocynchramus pylzowi,1
Uromyces totivirus A,1
Vagococcus,1
Vagococcus martis,1
Vagococcus teuberi,1
Valsa sordida,1
Vanderwaltozyma polyspora DSM 70294,1
Vanessa tameamea,1
Varanus komodoensis,1
Variibacter gotjawalensis,1
Variovorax guangxiensis,1
Variovorax sp.,1
Variovorax sp. 54,1
Variovorax sp. EL159,1
Variovorax sp. HW608,1
Variovorax sp. JS1663,1
Variovorax sp. KBW07,1
Variovorax sp. RA8,1
Variovorax sp. SG517,1
Variovorax sp. WS11,1
Veillonella sp.,1
Veillonella sp. oral taxon 158,1
Veillonella sp. S13053-19,1
Veillonellaceae bacterium,1
Verrucobacter flavum,1
Verrucomicrobia bacterium A1,1
Verrucomicrobia bacterium ADurb.Bin118,1
Verrucomicrobia bacterium ADurb.Bin345,1
Verrucomicrobia bacterium S94,1
Verrucomicrobia bacterium SCN 57-15,1
Verrucomicrobiaceae bacterium,1
Verticillium alfalfae VaMs.102,1
Verticillium dahliae,1
Verticillium dahliae VDG1,1
Verticillium dahliae VDG2,1
Verticillium dahliae VdLs.17,1
Verticillium nonalfalfae,1
Vespula vulgaris,1
Vibrio,1
Vibrio alginolyticus,1
Vibrio cholerae HC-57A1,1
Vibrio cholerae O1 str. AG-7404,1
Vibrio cholerae O1 str. AG-8040,1
Vibrio fortis,1
Vibrio genomosp. F10,1
Vibrio gigantis,1
Vibrio hangzhouensis,1
Vibrio kanaloae,1
Vibrio lentus,1
Vibrio metschnikovii,1
Vibrio navarrensis,1
Vibrio phage 1.017.O._10N.286.55.C11,1
Vibrio phage 1.075.O._10N.286.55.B10,1
Vibrio phage 1.094.O._10N.286.55.E12,1
Vibrio phage 1.124.O._10N.286.49.B1,1
Vibrio phage 1.181.O._10N.286.46.C9,1
Vibrio phage ValB1MD,1
Vibrio ponticus,1
Vibrio sp. 10N.261.52.A1,1
Vibrio sp. 99-8-1,1
Vibrio sp. H11,1
Vibrio sp. OCN044,1
Vibrio sp. qd031,1
Vibrio sp. Sal10,1
Vibrio sp. THAF100,1
Vibrio sp. V11_P1A41T118,1
Vibrio sp. V23_P3S9T160,1
Vibrio sp. V29_P1S30P107,1
Vibrio tasmaniensis,1
Vibrio tubiashii,1
Vibrio xuii,1
Vigna angularis,1
Vigna radiata var. radiata,1
Virgibacillus halodenitrificans,1
Virgibacillus salinus,1
Virgibacillus sp. YIM 98842,1
Virgibacillus subterraneus,1
Vitis vinifera,1
Vogesella oryzae,1
Vogesella sp. YM-1,1
Vollenhovia emeryi,1
Vombatus ursinus,1
Vulcanisaeta distributa,1
Vulcanisaeta souniana,1
Vulcanisaeta sp.,1
Wallemia ichthyophaga,1
Weissella kandleri,1
Westerdykella ornata,1
Williamsia muralis,1
Williamwhitmania taraxaci,1
Winogradskyella arenosi,1
Winogradskyella echinorum,1
Winogradskyella sp.,1
Winogradskyella sp. HL2-2,1
Winogradskyella sp. HL634,1
Winogradskyella sp. Z3138,1
Winogradskyella sp. Z963,1
Winogradskyella tangerina,1
Winogradskyella undariae,1
Woeseiaceae bacterium,1
Wohlfahrtiimonas chitiniclastica,1
Wohlfahrtiimonas sp. G9077,1
Wolfiporia cocos MD-104 SS10,1
Xanthobacter autotrophicus,1
Xanthobacter sp. 126,1
Xanthobacter sp. 29k,1
Xanthobacter sp. 91,1
Xanthobacter sp. SG618,1
Xanthobacter tagetidis,1
Xanthomonas,1
Xanthomonas axonopodis,1
Xanthomonas campestris,1
Xanthomonas maliensis,1
Xenopus laevis,1
Xenopus tropicalis,1
Xenorhabdus nematophila,1
Xenorhabdus nematophila ATCC 19061,1
Xiphophorus maculatus,1
Xiphorhynchus elegans,1
Xylaria flabelliformis,1
Xylella fastidiosa,1
Xylella fastidiosa Temecula1,1
Xylona heveae TC161,1
Xylophilus sp. KACC 21265,1
Yangia sp.,1
Yangia sp. PrR007,1
Yersinia aleksiciae,1
Yersiniaceae bacterium 2016Iso4,1
Zapornia atra,1
Zea mays,1
Zetaproteobacteria bacterium,1
Zeugodacus cucurbitae,1
Zonotrichia albicollis,1
Zoogloea sp.,1
Zooshikella ganghwensis,1
Zootermopsis nevadensis,1
Zosterops borbonicus,1
Zymomonas sp.,1
